Agronegocio;Gerente Comercial;https //www.vagas.com.br/vagas/v2377790/gerente comercial;Gerenciar a equipe comercial de vendas de maquinas.Atingir as metas tracadas no Planejamento Anual de Negocios e todas as diretrizes da Empresa. Acompanhar e responder pelos resultados operacionais financeiros e estrategicos da filial.Aprovar e realizar os pedidos de compras da filial. Representar a Empresa nos eventos de agronegocios. Desenvolver relacionamento comercial.Idiomas Ingles  Nivel IntermediarioOutros requisitos Ensino Superior Completo e Especializacao na area ComercialDesejavel experiencia no ramo de agronegocio
Agronegocio;Coordenador de Novos Negocios;https //www.vagas.com.br/vagas/v2378026/coordenador de novos negocios;Conhecimentos requeridos   Desenvolvimento de Produtos para os segmentos Mineracao Siderurgia Oleo e Gas Agronegocio  Gestao de Projetos e Portifolio  Elaboracao de Planos de Negocios  Conhecimentos em processos industriais principalmente em industria metal mecanica  Ingles avancado Idiomas Ingles  Nivel AvancadoOutros requisitos .
Agronegocio;Trainee Originacao  Sorriso/MT;https //www.vagas.com.br/vagas/v2364255/trainee originacao sorriso mt;Trainee Originacao A area de Originacao e responsavel por realizar a compra de graos negociando junto aos produtores e apresentando propostas de acordo com a quantidade produzida logistica prazo para entrega qualidade entre outros. Esse processo comercial envolve acompanhar diariamente os produtores e o mercado de graos mantendo se atualizado sobre as mudancas do cenario regional e nacional. Atribuicoes   Participar do Programa Trainee realizando atividades do plano de desenvolvimento na area de originacao/comercializacao de graos. Requisitos Necessarios   Recem formados ate 3 anos em Gestao do Agronegocio Comercio Exterior Administracao Engenharia de Producao ou Curso Tecnico em Agronegocio e areas afins   Dominio do Pacote Office   Necessario possuir CNH categoria B.  Local de Trabalho Sorriso/MT. Duracao do Programa 1 ano. Fique atento nosso primeiro contato sera realizado por e mail. O programa tambem inclui   Experiencia Pratica   Tutoria   Assessment   Feedbacks   Plano de desenvolvimento. *Nossas oportunidades sao abertas para todos os profissionais sem distincao de raca cor genero idade crenca e deficiencia (PCD)*
Agronegocio;Trainee Originacao  Sapezal/MT;https //www.vagas.com.br/vagas/v2364236/trainee originacao sapezal mt;Trainee OriginacaoA area de Originacao e responsavel por realizar a compra de graos negociando junto aos produtores e apresentando propostas de acordo com a quantidade produzida logistica prazo para entrega qualidade entre outros. Esse processo comercial envolve acompanhar diariamente os produtores e o mercado de graos mantendo se atualizado sobre as mudancas do cenario regional e nacional.Atribuicoes   Participar do Programa Trainee realizando atividades do plano de desenvolvimento na area de originacao/comercializacao de graos. Requisitos Necessarios   Recem formados ate 3 anos em Gestao do Agronegocio Comercio Exterior Administracao Engenharia de Producao ou Curso Tecnico em Agronegocio e areas afins  Dominio do Pacote Office   Necessario possuir CNH categoria B.  Local de Trabalho Sapezal/MT. Duracao do Programa 1 ano. Fique atento nosso primeiro contato sera realizado por e mail.O programa tambem inclui  Experiencia Pratica  Tutoria  Assessment  Feedbacks  Plano de desenvolvimento.*Nossas oportunidades sao abertas para todos os profissionais sem distincao de raca cor genero idade crenca e deficiencia (PCD)*
Agronegocio;Trainee Originacao  Maringa/PR;https //www.vagas.com.br/vagas/v2364264/trainee originacao maringa pr;Trainee Originacao A area de Originacao e responsavel por realizar a compra de graos negociando junto aos produtores e apresentando propostas de acordo com a quantidade produzida logistica prazo para entrega qualidade entre outros. Esse processo comercial envolve acompanhar diariamente os produtores e o mercado de graos mantendo se atualizado sobre as mudancas do cenario regional e nacional. Atribuicoes   Participar do Programa Trainee realizando atividades do plano de desenvolvimento na area de originacao/comercializacao de graos. Requisitos Necessarios   Recem formados ate 3 anos em Gestao do Agronegocio Comercio Exterior Administracao Engenharia de Producao ou Curso Tecnico em Agronegocio e areas afins   Dominio do Pacote Office   Necessario possuir CNH categoria B.  Local de Trabalho Maringa/PR Duracao do Programa 1 ano.  Fique atento nosso primeiro contato sera realizado por e mail. O programa tambem inclui   Experiencia Pratica   Tutoria   Assessment   Feedbacks   Plano de desenvolvimento. *Nossas oportunidades sao abertas para todos os profissionais sem distincao de raca cor genero idade crenca e deficiencia (PCD)*
Agronegocio;Analista de Materiais  Estoque;https //www.vagas.com.br/vagas/v2345567/analista de materiais estoque;Atribuicoes   Executar e analisar as atividades relacionadas a gestao dos materiais por meio de suporte as unidades nos processos e politicas relacionados a armazenagem transporte e distribuicao de materiais controlando a movimentacao e os custos da atividade   Participar de inventarios com intuito de verificar o cumprimento das normas e procedimentos definidos corporativamente contribuindo no desenvolvimento e implantacao de melhorias nos processos operacionais dos almoxarifados das unidades   Realizar treinamentos nas unidades prestando orientacoes aos colaboradores visando otimizar as atividades e aumentar a seguranca das operacoes   Desenvolver e implantar relatorios de consolidacao de informacoes pertinentes ao controle de materiais visando fornecer dados fidedignos e padronizar as informacoes.  Requisitos   Graduacao Completa em Administracao Engenharia de Producao Tecnologia em Agronegocio entre outros   Vivencia em gestao de estoque nas areas do agronegocio industria portos navegacao mecanica e eletrica   Solidos conhecimentos em estoque de materiais tecnicas de armazenagem e recebimento de mercadorias   Excel Avancado   Necessario possuir CNH categoria B e disponibilidade para viagens   Desejavel conhecimento com sistema MRP e SAP   Ingles sera um diferencial.  Beneficios da vaga   Assistencia Medica e Odontologica Nacional   Seguro de Vida em Grupo   Vale Alimentacao   Programa de Participacao nos Resultados  Previdencia Privada. *Todas as nossas vagas estao disponiveis para pessoas com deficiencia*
Agronegocio;Analista de Recursos Humanos;https //www.vagas.com.br/vagas/v2376108/analista de recursos humanos;Oportunidade para atuar na maior empresa brasileira de inteligencia em solucoes logisticas de frio para a cadeia de alimentos e agronegocios contrata Analista de Recursos Humanos Generalista para atuar em  Recrutamento e Selecao  Treinamentos e desenvolvimento  Admissao e integracao  Apontamentos e fechamentos de ponto  Atendimento ao colaboradorOutros requisitos Ensino Superior Completo em Administracao de Empresas Psicologia ou area afins  Experiencia em RH generalista  Residir ou ter facil acesso a Guarulhos  Conhecimento em Pacote Office
Agronegocio;Gerente Executivo Comercial e Customer Success.;https //www.vagas.com.br/vagas/v2379358/gerente executivo comercial e customer success;Responsavel pela coordenacao dos times comerciais e de Customer Success da Plataforma Broto.Prospeccao participacao de reunioes e pontos de controle com os sellers Elaboracao de modelos comerciais e acoes de expansao retencao e capacitacao dos sellers em conjunto com time de solucoes Ministrar treinamentos e apresentacoes Construcao e execucao de planos de acao comerciais junto a Rede BB Articulacao junto aos intervenientes do Projeto Broto para atendimento dos Sellers.argoLideranca de equipe a distancia.Outros requisitos Desejavel conhecimento em Plataformas Digitais/ E commerce Marketing digital e agronegocio
Agronegocio;Assistente de Transportes;https //www.vagas.com.br/vagas/v2378912/assistente de transportes;Principais atividades Auxiliar no monitoramento das viagens Emitir documentacao fiscal MDFE Fazer lancamentos das minutas de fretes Realizar controles para apoio a Lideranca e escala Cumprir as disposicoes legais e regulamentos sobre Seguranca e Medicina do Trabalho inclusive as ordens de servicos expedidas pela area de seguranca da JBS Transportadora.Outros requisitos Pre Requisitos Desejavel Superior ou tecnologo cursando em Administracao Logistica Conhecimento do Pacote office preferencialmente Excel intermediario Disponibilidade para eventuais viagens Residir em Barra do Garcas/MTGostar de atuar com rotinas do transportes de bovinos (agronegocio/campo).
Agronegocio;Consultor de Vendas Sr  Distrito Federal;https //www.vagas.com.br/vagas/v2379309/consultor de vendas sr distrito federal;Responsavel pela prospeccao oferta das solucoes da Plataforma Broto atendimento e relacionamento negocial com parceiros comerciais.Prospeccao participacao de reunioes eventos e pontos de controle com os sellers Apoio na elaboracao de modelos comerciais e acoes de expansao retencao e capacitacao dos sellers em conjunto com time de solucoes Ministrar treinamentos e apresentacoes Construcao e execucao de planos de acao comerciais junto a Rede BB Gestao Comercial da carteira de sellers.Articulacao junto aos intervenientes do Projeto Broto para atendimento dos SellersTer disponibilidade de viagem em todo o Distrito Federal  Brasilia. Outros requisitos Outros requisitos Desejavel conhecimento e vivencia em Plataformas Digitais/ E commerce.Marketing digital e Agronegocio.
Agronegocio;Gerente de Loja;https //www.vagas.com.br/vagas/v2372601/gerente de loja;Realizar o planejamento comercial desenvolvendo novos mercados e coordenando as acoes de vendas  Realizar a gestao das diretrizes e definir estrategias para comercializacao de insumos e servicos agricolas  Desenvolver estudos de mercado planos e programas de vendas  Realizar acompanhamento de mercado a fim de atingir os objetivos da Cooperativa  Acompanhar KPIs e avaliar os resultados metricas e indices de performance  Responsavel pela gestao de equipes buscando melhores resultado e engajamento. Outros requisitos  Formacao Superior em Engenharia Agronomica  Disponibilidade de residir em Catalao/GO  Experiencia na area Comercial (ramo do agronegocio)  Experiencia com Gestao de Pessoas  Pacote Office (intermediario).
Agronegocio;Gerente de Loja;https //www.vagas.com.br/vagas/v2372683/gerente de loja;Realizar o planejamento comercial desenvolvendo novos mercados e coordenando as acoes de vendas  Realizar a gestao das diretrizes e definir estrategias para comercializacao de insumos e servicos agricolas  Desenvolver estudos de mercado planos e programas de vendas  Realizar acompanhamento de mercado a fim de atingir os objetivos da Cooperativa  Acompanhar KPIs e avaliar os resultados metricas e indices de performance  Responsavel pela gestao de equipes buscando melhores resultado e engajamento. Outros requisitos  Formacao Superior em Engenharia Agronomica  Disponibilidade de residir em Ibitinga/SP  Experiencia na area Comercial (ramo do agronegocio)  Experiencia com Gestao de Pessoas  Pacote Office (intermediario).
Agronegocio;Gerente de Loja;https //www.vagas.com.br/vagas/v2359224/gerente de loja;Realizar o planejamento comercial desenvolvendo novos mercados e coordenando as acoes de vendas  Realizar a gestao das diretrizes e definir estrategias para comercializacao de insumos e servicos agricolas  Desenvolver estudos de mercado planos e programas de vendas  Realizar acompanhamento de mercado a fim de atingir os objetivos da Cooperativa  Acompanhar KPIs e avaliar os resultados metricas e indices de performance  Responsavel pela gestao de equipes buscando melhores resultado e engajamento. Outros requisitos  Formacao Superior em Engenharia Agronomica  Disponibilidade de residir em Bauru/SP  Experiencia na area Comercial (ramo do agronegocio) Experiencia com Gestao de Pessoas  Pacote Office (intermediario).
Agronegocio;Coordenador de Desenvolvimento de Pessoas;https //www.vagas.com.br/vagas/v2365145/coordenador de desenvolvimento de pessoas;Realizar levantamento de competencias comportamentais para trilhas de carreiras direcionado aos postos de trabalho Direcionamento para a descricao de cargos da empresa.Identificar e implantar ferramentas de diagnostisco e desenvolvimento de competencias para diagnostico acompanhamento de performace avaliacao de desempenho e desenvolvimento Implementacao de educacao corporativa Aplicacao de tecnicas e metodos de desenvolvimento treinamento e acompanhamento de todos os colaboradores Avaliacao de clima corporativo  Revisao de politicas e implantacoes necessarias ao setor Gestao de equipe Apoio aos eventos internos e promover acoes de engajamento e reconhecimento prestando apoio aos colaboradores sobre assuntos referentes aos processos de gestao de pessoas Outros requisitos Desejavel experiencia no agronegocio
Agronegocio;Consultor Comercial Sr  Cuiaba;https //www.vagas.com.br/vagas/v2379392/consultor comercial sr cuiaba;Responsavel pela prospeccao oferta das solucoes da Plataforma Broto atendimento e relacionamento negocial com parceiros comerciais.Prospeccao participacao de reunioes eventos e pontos de controle com os sellers Apoio na elaboracao de modelos comerciais e acoes de expansao retencao e capacitacao dos sellers em conjunto com time de solucoes Ministrar treinamentos e apresentacoes Construcao e execucao de planos de acao comerciais junto a Rede BB Gestao Comercial da carteira de sellers.Articulacao junto aos intervenientes do Projeto Broto para atendimento dos SellersTer disponibilidade de viagem em todo o estado do Mato Grosso.Local de trabalho Cuiaba. Outros requisitos Desejavel conhecimento em Plataformas Digitais/ E commerce Marketing digital e agronegocio
Agronegocio;Consultor Comercial Sr  Minas Gerais;https //www.vagas.com.br/vagas/v2379350/consultor comercial sr minas gerais;Responsavel pela prospeccao oferta das solucoes da Plataforma Broto atendimento e relacionamento negocial com parceiros comerciais. Prospeccao participacao de reunioes eventos e pontos de controle com os sellers 	Apoio na elaboracao de modelos comerciais e acoes de expansao retencao e capacitacao dos sellers em conjunto com time de solucoes  Ministrar treinamentos e apresentacoes 	Construcao e execucao de planos de acao comerciais junto a Rede BB  Gestao Comercial da carteira de sellers. 	Articulacao junto aos intervenientes do Projeto Broto para atendimento dos Sellers.Ter disponibilidade de viagem em todo estado de Minas Gerais.Outros requisitos Desejavel conhecimento em Plataformas Digitais/ E commerce Marketing digital e agronegocio
Agronegocio;Consultor Comercial Sr  Porto Alegre;https //www.vagas.com.br/vagas/v2379293/consultor comercial sr porto alegre;Responsavel pela prospeccao oferta das solucoes da Plataforma Broto atendimento e relacionamento negocial com parceiros comerciais. Prospeccao participacao de reunioes eventos e pontos de controle com os sellers Apoio na elaboracao de modelos comerciais e acoes de expansao retencao e capacitacao dos sellers em conjunto    com time de solucoes  Ministrar treinamentos e apresentacoes 	Construcao e execucao de planos de acao comerciais junto a Rede BB Gestao Comercial da carteira de sellers. Articulacao junto aos intervenientes do Projeto Broto para atendimento dos Sellers Ter disponibilidade de viagem em todo o estado do Rio Grande do Sul.Outros requisitos Desejavel conhecimento e vivencia em Plataformas Digitais/ E commerce.Marketing digital e agronegocio
Agronegocio;Instrutor (treinamento Agricola);https //www.vagas.com.br/vagas/v2356521/instrutor treinamento agricola;Acompanhar e desenvolver as equipes operacionais atraves de treinamentos teoricos e praticos garantindo a melhoria continua da qualidade das atividades com foco sempre em seguranca e desenvolvimento do times.Capacitar treinar reciclar e avaliar a equipe operacional Agricola melhorando produtividade de equipamentos reduzindo consumo de combustivel pisoteio perdas.Garantir e ser multiplicador de normas e procedimentos internos da empresa (Ex. direcao preventiva) e externas (Ex. NR31.12)  Conservar os equipamentos agricolas.  Outros requisitos Desejavel Formacao Tecnica Agricola/Agronegocio (Afins). Diferencial Superior Completo. Informatica basica (Word Excel PowerPoint).  Conhecimentos desejados  Conhecimento em operacoes agricolas regulagens/calibracoes  de equipamentos agricolas Operacao agricola e Automacao agricola.  Conhecimentos tecnicos (seguranca producao formacao manutencao e gestao).
Agronegocio;Estagiario(a) Recrutamento e Selecao;https //www.vagas.com.br/vagas/v2375397/estagiario a recrutamento e selecao;Voce tem   Vontade de crescer e se desenvolver na carreira como Headhunter? Disponibilidade para aprendizado constante? Formacao superior em curso com dois ou um ano para formacao nas areas de Administracao Recursos Humanos ou Psicologia? Voce vai  Auxiliar em processos seletivos com buscas e triagens de perfis  hunting ativo para Unidade de Agronegocio  Participar da elaboracao de documentos como follow up curriculos entendimentos de perfil da vaga aberta. Participar de reunioes de alinhamento abordagens entrevistas e demais etapas do processo de projetos que estiver envolvido/a. Participar ativamente de reunioes sobre os projetos e a unidade contribuindo com sugestoes que possam colaborar com as atividades. Voce e  Curioso Dinamico(a) Organizado (a) Possui senso critico(a) e de urgencia Orientado(a) a aprendizado e desenvolvimento de carreira Se voce tem as experiencias e competencias acima estamos em busca de um profissional como voce!Idiomas Ingles  Nivel Intermediario
Agronegocio;Especialista de Analise de Riscos de Commodities;https //www.vagas.com.br/vagas/v2377778/especialista de analise de riscos de commodities;Elaboracao e acompanhamento da exposicao de risco (Long / Short) das commodities agricola (Soja e Milho)  Controle dos limites de exposicao determinado pela politica de risco da companhia  Monitoramento e analise dos efeitos da posicao no resultado e balanco da empresa  Elaboracao de relatorios que compoem a exposicao cambial da empresa nas operacoes de graos e insumos agricola  Suportar a diretoria com informacoes e relatorios diarios das posicoes financeiras para tomada de decisao  Atendimento a auditoria interna e externa  Auxiliar nos fechamentos e rotinas contabeis  Relacionamento intenso com a mesa de trading time de originacao contabilidade controladoria diretoria e gerencia de insumos. Vaga para atuar em Primavera do Leste MT.    Idiomas Ingles  Nivel IntermediarioOutros requisitos Indispensavel  Experiencia no ramo do agronegocio  Experiencia com compra e venda de graos  Experiencia com precificacao de graos  Conhecimento em analise de cambio.
Agronegocio;Estagio Comercial;https //www.vagas.com.br/vagas/v2380981/estagio comercial;Somos conhecidos por vender o gas que alimenta a mais de 10 milhoes de familias brasileiras em lugares que nenhuma outra energia chega. Entregamos aquele gas de cozinha (botijao de 13 kg) mas tambem instalamos tanques de diversos tamanhos em industrias agronegocios restaurantes hoteis lavanderias casas condominios alem de fornecemos cilindros para empilhadeiras.Pertencemos ao grupo holandes SHV Energy lider mundial na distribuicao de Gas LP com mais de 100 anos de experiencia no setor de energia alem de sermos uma das principais distribuidoras nacionais com 21% do mercado e 75 anos de atuacao.A Supergasbras valoriza a diversidade e acredita no potencial de desenvolvimento das pessoas. Trabalhamos com responsabilidade social e temos como estrategia a inclusao de pessoas com deficiencia (PcD) em nosso time. Caso voce seja um profissional com deficiencia e se interessou por esta vaga nao deixe de se candidatar!Outros requisitos Atua nas areas de venda direta e indireta da Supergasbras.
Agronegocio;Gerente Administrativo;https //www.vagas.com.br/vagas/v2365154/gerente administrativo;Realizar acompanhamento e analise financeira para determinar acoes e tomadas de decisoes da empresa  Definir desenvolvimento e estrategias do negocio  Consolidar dados financeiros orcamentos previsoes demonstracao de resultados etc  Fornecer alternativas e solucoes para o negocio  Realizar benchmarketing e analises de processos  Analisar custos precos contribuicoes variaveis resultados de vendas e o desempenho real da empresa  Desenvolver tendencias e projecoes para as financas da empresa  Realizar revisoes e avaliacoes de oportunidades de reducao de custos Supervisionar as operacoes do departamento de financas definir metas e objetivos e criar uma estrutura para o cumprimento das acoes  Gerenciar a preparacao do orcamento da empresa  Entrar em contato com os auditores para garantir o monitoramento adequado das financas da empresa  Cumprir e assegurar as politicas de compliance monitorando as operacoes de acordo com as politicas internas e com todas as legislacoes vigentes                               Graduacao em Engenharia Contabilidade Economia Administracao ou areas correlatas  Solido entendimento de estatisticas financeiras e principios contabeis  Conhecimentos avancados em Excel Outros requisitos Desejavel Experiencia no Agronegocio
Agronegocio;Analista Ambiental (Fazenda);https //www.vagas.com.br/vagas/v2366942/analista ambiental fazenda;Grupo de medio a grande porte que atua no segmento de producao armazenamento e exportacao de cafes especiais nas cidades de Carmo Joao Pinheiro Varzea da Palma e Unai contrata Analista Ambiental para residir em Carmo do Paranaiba/ MG. Atividades Desempenhadas Responsavel pelos processos para obtencao de licencas e autorizacoes ambientais municipal estadual e federal. Elaborar diagnosticos pareceres e relatorios de controle para os orgaos ambientais e realizar o atendimento aos agentes de fiscalizacao. Ministrar treinamentos e desenvolver os programas de educacao ambiental social e sustentabilidade. Entender de DN 2017 Supram IEF Licencas de fazendas Outorgas Licenca de queima de corte Sobre barragens Plano de seguranca Plano de Acao Emergencial. Pre requisitos imprescindiveis Superior completo em Engenharia Ambiental CNH B Excel Intermediario Experiencia comprovada na funcao dentro do segmento de agronegocio disponibilidade de mudanca para residir em Carmo do Paranaiba/ MG Disponibilidade para viagens pra fiscalizacao a campo nas fazendas em Carmo Joao Pinheiro Varzea da Palma e Unai.
Agronegocio;Rtv  Representante Tecnico de Vendas;https //www.vagas.com.br/vagas/v2377330/rtv representante tecnico de vendas;A Sempre Sementes atua no ramo do agronegocio e possui seu foco destinado a pesquisa em genetica e biotecnologia utilizando os mais modernos conceitos objetivando uma maior produtividade e rentabilidade.A producao de sementes e voltada a hibridos de milho uma cultura de grande producao em nosso pais. Diante disso para fornecer produtos de qualidade e que possam suprir as necessidades do produtor trabalhamos com as principais e mais eficientes tecnologias presentes no mercado.Com uma carta de produtos ja consolidada passamos a desenvolver programas que visam aprimorar os numeros do campo gerando um aumento de produtividade e um consequente aumento de rendimentos da lavoura.Funcao Cumprir a meta de vendas prevista para regiao bem como os rituais que geram vendas recorrentes e asseguram a realizacao do numero de vendas ao longo das safras. Sendo estes a abertura de canais de vendas geracao de demanda reunioes tecnicas dias de campo e treinamento dos principais stakeholders. Forte atuacao na abertura de canais de acesso ao mercado e conhecimento do negocios com cooperativas. Outros requisitos Necessario Disponibilidade para viagens dentro da regiao de atuacao onde as mesmas ocorrem semanalmente.   Experiencia anterior com a cultura do milho e um diferencial.
Agronegocio;Tecnico em Meio Ambiente;https //www.vagas.com.br/vagas/v2359096/tecnico em meio ambiente;Auxiliar profissionais de nivel superior na implementacao de projetos gestao ambiental e coordenacao de equipes de trabalho  Coordenar processos de controle ambiental  Acompanhar e monitorar analises fisico quimicas e micro biologicas dos efluentes  Fiscalizar e acompanhar supressao vegetal resgate de ictiofauna liberacao de areas para atividades  Acompanhar a implantacao de programas socio ambientais  Garantir que as atividades de meio ambiente estao sendo realizadas conforme as licencas ambientais  Coletar armazenar e interpretar dados e documentacoes ambientais  Colaborar na elaboracao de laudos relatorios e estudos ambientais  Atuar na organizacao de programas de educacao ambiental de conservacao e preservacao de recursos naturais de reducao reuso e reciclagem. Idiomas Ingles  Nivel BasicoOutros requisitos Competencias Tecnicas  Formacao Tecnica em Meio Ambiente  Office avancado  Autocad  Experiencia em projetos de medio e grande porte no ramo de agronegocios e industrial  Conhecimento em EIA e RIMA  Disponibilidade de morar em Porto Velho/RO. Competencias Desejaveis  Sustentabilidade e Gestao Ambiental. Competencias Comportamentais  Espirito de Lideranca  Boa comunicacao  Dinamismo  Senso de dono  Pro atividade e Foco no objetivo. Observacoes Gerais  Forma de Contracao CLT ou PJ  Prazo Temporario  2 ano  Inicio imediato.
Agronegocio;Gerente de Unidade  PA (10) Pirassununga/SP;https //www.vagas.com.br/vagas/v2378740/gerente de unidade pa 10 pirassununga sp;Requisitos  Graduacao em Administracao de Empresas Ciencias Contabeis Economia Matematica Direito ou areas afins. Imprescindivel Certificacao ANBIMA CPA 20 e desejavel CEA. Solido background comercial e mercado financeiro.  Principais responsabilidades  Gerenciar equipes de trabalho do PA garantindo um resultado de qualidade das atividades comerciais e administrativas bem como o cumprimento das metas e objetivos estabelecidos conforme os prazos definidos pela Cooperativa  Atender as necessidades e expectativas dos associados com foco na potencializacao de operacoes e identificacao de novas oportunidades de negocios nos segmentos de Pessoa Fisica Pessoa Juridica e Agronegocios  Estabelecer relacionamentos comerciais e impulsionar a equipe de Gerentes de Negocios para prospectar novas associacoes e garantir um atendimento diferenciado e personalizado agregando valor ao negocio  Fazer a gestao de carreira da equipe realizar avaliacoes de desempenho e implementar e acompanhar Plano Individual de Desenvolvimento (PDI).  Competencias  Gestao de mudancas gestao de pessoas comunicacao eficaz foco em resultados persuasao resiliencia adaptabilidade. Pacote de beneficios e remuneracao compativeis com o mercado. Local  Necessario residir em Pocos de Pirassununga/SP * Vaga aberta tambem para PCD's.
Agronegocio;Trainee Comercial  Trading;https //www.vagas.com.br/vagas/v2364154/trainee comercial trading;Atribuicoes   Participar do plano de formacao do Trainee que contemplara elaboracao do quadro de oferta e procura e de relatorios relativos aos mercados interno e externo geracao de informacoes e pesquisa global sobre commodities bem como tendencias de mercado. Comercializacao dos produtos da empresa voltados a exportacao participando das operacoes das bolsas de Chicago e B3. Conhecer sobre posicoes de vendas e entre outras. Rotinas de controle do processo de compra e venda de graos e derivados confeccao de contratos controle dos saldos de produtos a faturar faturamento de notas fiscais entre outras. Requisitos Necessarios  Recem formados ate 2 anos em Estatistica Matematica Contabilidade Administracao Economia Engenharias e areas afins   Necessario Ingles fluente   Conhecimentos do Pacote Office Avancado   Possui CNH categoria B   Desejavel conhecimento na Area do Agronegocio. Local de Trabalho Cuiaba/MT. Duracao do Programa 1 ano. Previsao de inicio de trabalho Agosto/setembro de 2022. Fique atento nosso primeiro contato sera realizado por e mail.O programa tambem inclui  Experiencia Pratica  Tutoria  Assessment  Feedbacks  Plano de desenvolvimento. *Nossas oportunidades sao abertas para todos os profissionais sem distincao de raca cor genero idade crenca e deficiencia (PCD)*
Agronegocio;Analista Recursos Humanos Sr (Business Partners);https //www.vagas.com.br/vagas/v2367056/analista recursos humanos sr business partners;Principais Responsabilidades  Atuar como parceiro estrategico do negocio juntos aos gestores  Olhar consultivo com capacidade tecnica para analisar e propor solucoes junto com a lideranca  Acompanhar KPI s das areas clientes  Implementar Projetos de Recursos Humanos  Participar dos processos de recrutamento e selecao das areas clientes  Disseminar diretrizes politicas e procedimentos corporativas junto aos lideres  Contribuir para o desenvolvimento organizacional de colaboradores  Realizar e/ou apoiar programas de Treinamentos diversos  Ser responsavel pelo monitoramento do clima conflitos engajamento e cultura  Suporte aos gestores nos processos e tomada de decisao sobre promocao transferencia carreira estrategia salarial estrutura organizacional plano de desenvolvimento individual recrutamento e selecao e treinamentos  Conducao do processo de avaliacao de performance e potencial e planos de sucessao.   Requisitos  Experiencia no segmento sucroalcooleiro / Agronegocio  Sera considerado um diferencial  Necessario experiencia na area de RH (treinamento remuneracao BP Atracao e Selecao)  Ensino Superior Completo Administracao Psicologia e/ou areas afins  Pos graduacao sera considerado um diferencial  Ingles/Espanhol nivel Intermediario/Avancado  Sera considerado um diferencial  Excel nivel Intermediario/Avancado  Experiencia com Analise de indicadores/relatorios  Experiencia em Gestao de projetos  Disponibilidade para atuar em Sao Paulo (SP).
Agronegocio;Assistente Tecnico Comercial I Dta;https //www.vagas.com.br/vagas/v2378156/assistente tecnico comercial i dta;Atividades Disponibilidade para viagens Araxa/MG Sao Gotardo/MG e Patrocinio/MG. Compreender o sistema produtivo dos cooperados mediante visitas e acompanhamento de rotinas com o intuito de propor solucoes de equipamentos e servicos  Apresentar solucoes tecnologicas fornecendo dados agronomicos e economicos  Efetuar cotacoes atraves de simulacoes em planilhas  Prestar suporte aos cooperados e demais departamentos internos utilizando os meios de comunicacao corporativos ou realizando reunioes presenciais com o objetivo de explicar todo o portfolio e servicos de tecnologia Agricola  Administrar e abrir os pedidos vendidos acompanhando as execucoes nos prazos  Administrar e acompanhar as metas definidas para as filiais de vossa responsabilidade consultando o sistema interno  Oferecer suporte ao faturamento das filiais efetuando contatos telefonicos ou via e mails  Dar suporte no orcamento de pecas de reposicao da area ajudando na descricao de codigos e verificacao de similares no mercado  Verificar as demandas de equipamentos em campo visitando os cooperados e obtendo uma visao sistemicas de atividades executadas  Realizar entregas tecnicas de equipamentos in loco esclarecendo duvidas e orientando os cooperados para assegurar a correta operacionalizacao  Realizar treinamentos a equipe de vendas das filiais em sala ou no campo com o objetivo de aumentar o conhecimento tecnico de toda equipe comercial da empresa.     Outros requisitos  Ensino Tecnico Agricola/Agropecuaria  CNH B  Disponibilidade para viagens (Araxa/MG Sao Gotardo/MG e Patrocinio/MG)  Conhecimento em equipamentos de agricultura de precisao  Vivencia comercial ou tecnica no ramo do agronegocio
Agronegocio;Analista de Controles Internos Senior;https //www.vagas.com.br/vagas/v2379302/analista de controles internos senior;Monitorar as politicas corporativas garantindo apoio as areas em desenhos e revisao de processos fundamentais e efetivos para a organizacao garantindo cobertura de controles e riscos inerentes ao negocio bem como aprovacoes necessarias Formalizar e monitorar as delegacoes de autoridade garantindo cobertura de riscos de nivel de autoridade em processos e sistemas de aprovacao Definir monitorar e revisar segregacoes de funcoes  SOD (atividades areas e entre sistemas quando da gestao de acessos) a fim de garantir mapeamento de riscos inerentes a companhia Documentar plano de testes periodicos junto a gestao focada nos riscos da companhia e matriz de controles Aplicacao de testes SOX com base na metodologia COSO focado em controles estatutarios e com risco financeiro Apoiar auditorias internas/ externas nas execucoes de trabalho a fim de garantir correto mapeamento de desvios aos processos com plano de acao efetivo Apoiar os donos de processos em desenhos de plano de acao eficientes e monitorar implementacao destes Apoiar a cultura de conscientizacao de riscos e processos corporativos criando e organizando treinamentos relacionados a temas de controles internos Preparar dashboard de resultados a gestao.Idiomas Ingles  Nivel IntermediarioOutros requisitos 	Superior completo (Desejavel em administracao Contabil Economia e afins)	Experiencia em controles internos  Conhecimento sobre riscos Diferencial se tiver experiencias no ramo do agronegocio	Experiencia em COSO e conhecimentos de SOX	Excel avancado	SAP intermediario para avancado  Desejavel conhecimento em sistemas de compras (Ex. Coupa) Ingles intermediario (diferencial avancado)
