LINK;TITULO;DESCR;MATERIA
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-mg-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-3010552214?refId=OjsicW9nIv7BEIw8x%2Bc%2FbA%3D%3D&trackingId=zcptprWEiTSSGOa78kVH4w%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge MG Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de MINAS GERAIS estao localizadas nas cidades de FRUTAL   ITAPAGIPE   ITUIUTABA e SANTA JULIANA.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 37Regime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBolsa auxilioBeneficios atrativos e de acordo com o mercado          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-to-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-3041970018?refId=OjsicW9nIv7BEIw8x%2Bc%2FbA%3D%3D&trackingId=04cZlF6CpPwIbgAWcTv0lw%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge TO Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de TOCANTINS estao localizadas na cidade de PEDRO AFONSORequisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 7Regime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Industrial   ProducaoNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de alimentos   Ensino SuperiorEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBolsa auxilioBeneficios atrativos e de acordo com o mercado          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-go-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-2941635030?refId=OjsicW9nIv7BEIw8x%2Bc%2FbA%3D%3D&trackingId=7xGUWQMVtnNHCF9RIC6BfA%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge GO Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de Goias estao localizadas nas cidades de Itumbiara e Edeia.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 25Regime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/bolsista-engenharia-graduado-rhodia-at-programa-inova-talentos-iel-2941628673?refId=3U8SNxKoFKEkCG4Qk5sHKA%3D%3D&trackingId=aalrOzvgU5EP4ELpf95vQw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card;Bolsista (Engenharia) Graduado - Rhodia;   DESCRICAOProjeto de Inovacao na Empresa Rhodia em parceria com IEL/IPT.Pre-Requisitos: GraduadoFormacao: Engenharias em geral ( de materiais   Mecanica   Textil   etc)   Quimica ou Fisica.CONHECIMENTOSNecessario: Conhecimento em polimeros.Desejavel: Conhecimento em compostagem   biodegradabilidade   textil   poliamida.Diferencial: Estagio ou Iniciacao Cientifica na areaAtividadesAnalise de estrtura-propriedade das poliamidasEstudo de compostagem de poliamidaDesenvolvimento em polimerizacao e fiacao de poliamidas.Carga horaria de acordo com o plano de atividades acordado com o Tutor do Projeto   disponibilidade para atuar por 40h semanais.Valor da Bolsa: R$ 2.500  00Duracao: 12 meses.Local: Santo Andre - SP (Presencial)Regime de contratacao de tipo: OutrosJornada: Periodo IntegralArea e especializacao profissional: Engenharia - Engenharia QuimicaNivel hierarquico: AnalistaREQUISITOSEscolaridade Minima: Ensino Superior                Exibir mais                   Exibir menos;63
https://br.linkedin.com/jobs/view/bolsista-qu%C3%ADmica-engenharia-qu%C3%ADmica-engenharia-de-materiais-graduado-rhodia-at-instituto-euvaldo-lodi-2891495139?refId=3U8SNxKoFKEkCG4Qk5sHKA%3D%3D&trackingId=r%2B5cqzOtdPzEOAIotR9aIA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card;Bolsista [Quimica  Engenharia Quimica  Engenharia de Materiais] Graduado   Rhodia;   DESCRICAOProjeto em parceria com IEL e IPT.PRE-REQUISITOS: GraduadoFormacao em: Quimica   Engenharia Quimica   Engenharia de MateriaisConhecimentos Necessarios boas praticas de laboratorio   conhecimento sobre surfactantes e polimeros em solucao. Ter feito TCC aplicado ou Iniciacao Cientifica sobre qualquer tema de P&DConhecimento Desejaveis 1 ano de experiencia em P&D (estagio ou iniciacao cientifica)   Conhecimento de aplicacao de surfactantes em formulacoes de metalomecanica e lubrificantes  Atividades Realizar testes de aplicacao de novas moleculas sintetizadas pelo time de sintese eprocessos   Elaboracao de relatorios e apresentacoes para o time comercial   Discussao com o time global sobre o projeto   Auxiliar na organizacao e 5S do laboratorio  Disponibilidade de ate 40h semanais. Carga horaria de acordo com o plano de atividades acordado com o Tutor do Projeto.Duracao: 12 meses.Valor da bolsa: R$ 2.500  00Local: PauliniaRegime de contratacao de tipo: OutrosJornada: Periodo IntegralArea e especializacao profissional: Ciencias   Pesquisa - Pesquisa   DesenvolvimentoNivel hierarquico: AnalistaREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaQuimica   Ensino SuperiorEngenharia quimica   Ensino SuperiorEngenharia metalurgica e de materiais   Ensino SuperiorIdiomas: Ingles (Basico)Disponibilidade para mudar de residencia                Exibir mais                   Exibir menos;63
https://br.linkedin.com/jobs/view/bolsista-qu%C3%ADmica-eng%C2%BA-qu%C3%ADmica-graduado-rhodia-at-programa-inova-talentos-iel-2891489922?refId=3U8SNxKoFKEkCG4Qk5sHKA%3D%3D&trackingId=gbWPf0TPfOFYy6lTxplx2g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card;Bolsista (Quimica  Engo Quimica) Graduado - Rhodia;   DESCRICAOProjeto de Inovacao na empresa Rhodia em parceira com IEL/IPTPre-requisitos: com ensino superior concluido.Formacao: Quimica   Engenharia Quimica   Engenharia Metalurgica.ConhecimentosNecessarios: Conhecimento em surfactantes   polimeros em solucao   conhecimento em boas pratica de laboratorio.Desejavel: Experiencia em formulacoes de desengraxe e limpeza de metais ou surfactantes   Um ano de experiencia em P&D (estagio ou Iniciacao cientifica).Atividades Desenvolvimento de formulacoes de desengraxe para sistemas alcalinos e acidos   Realizacao de testes de limpeza   espuma e estabilidade das formulacoes desenvolvidas   Elaboracao de relatorios e apresentacoes para clientes internos e externos.Duracao: 12 meses.Valor da bolsa: R$ 2.500  00Acesso ao transporte fretado e alimentacao no local.Local: Paulinia - SP (inicio hibrido)Regime de contratacao de tipo: OutrosJornada: Periodo IntegralArea e especializacao profissional: Quimica   Petroquimica - QuimicaNivel hierarquico: AnalistaREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaQuimica   Ensino Superior          Exibir mais                   Exibir menos;63
https://br.linkedin.com/jobs/view/bolsista-engenharia-qu%C3%ADmica-graduado-rhodia-at-instituto-euvaldo-lodi-3014035672?refId=qXCCZG9VDP5%2FgbvfJwe1gw%3D%3D&trackingId=jGra3ALUIkZzgnoFNjSaHg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card;Bolsista [Engenharia Quimica] Graduado   Rhodia;   DESCRICAOProjeto em parceria com IEL e IPT.PRE-REQUISITOS: GraduadoFormacao em: Engenharia QuimicaConhecimentos necessarios: Habilidade com simulacao de processos quimicos   familiaridade com ASPEN / Hysys    Excel avancado (conhecer tabela dinamica   procv   etc ) ou programacao em R / Python   balancos de massa e energia   reacoes quimicas   bom conhecimento de operacoes unitarias.Conhecimentos DesejaveisEstagio realizado em equipe de engenharia de processos   ou projetos. Desenvolvimento de ferramentascomputacionais. Ter experiencia em simulacoes em software ASPEN.Atividades: Elaborar um metodo de selecao criteriosa dos doadores e receptores de calor   baseado nalista das operacoes de troca termica destas unidades  Modelar e simular os balancos de massa e energia e dimensionamento de equipamentos de processo  Avaliar tecnico-economicamente as opcoes levantadasDisponibilidade de ate 40h semanais. Carga horaria de acordo com o plano de atividades acordado com o Tutor do Projeto.Duracao: 12 meses.Valor da bolsa: R$ 2.500  00Local: Paulinia - Sao Paulo (Presencial)Regime de contratacao de tipo: OutrosJornada: Periodo IntegralArea e especializacao profissional: Ciencias   Pesquisa - Pesquisa   DesenvolvimentoNivel hierarquico: EspecialistaREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorDisponibilidade para mudar de residencia                Exibir mais                   Exibir menos;65
https://br.linkedin.com/jobs/view/est%C3%A1gio-na-%C3%A1rea-produ%C3%A7%C3%A3o-at-empresa-multinacional-3036300526?refId=nVmJd5%2BFBVtmrfSyo4tlMw%3D%3D&trackingId=6cg8C5f0%2Buwm8QrfSr5Rcw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio na area Producao;   Atribuicoes - Estagiar conhecendo e auxiliando nas rotinas da area de producao.Competencias - Ter vontade de aprender e iniciar sua carreira profissional.Cursando - Gestao da Producao / industrial - Engenharia da Producao/ Mecanica / Quimica / Eletrica / Automacao / Mecatronica.Disponibilidade para estagiar 06 horas diarias   sendo 100% presencial na unidade da empresa - Verallia em Jacutinga - MG.A Verallia e uma empresa de 10 mil colaboradores em todo o mundo   e quer que voce faca parte desse time. Uma empresa numerosa que possui uma visao global   sem deixar de lado as necessidades locais.Participe - Venha fazer parte do time   onde promovemos a diversidade e inclusao.          Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/est%C3%A1gio-com%C3%A9rcio-exterior-at-wika-do-brasil-2973027385?refId=nVmJd5%2BFBVtmrfSyo4tlMw%3D%3D&trackingId=EdBuS92dD4ex3ZkIG%2BfWFg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio Comercio Exterior;   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA.Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time de Comercio Exterior e participara de muitas interfaces com outros departamentos. Apoiara o desenvolvimento e implantacao de novas ferramentas e suporte a estrutura atual existente. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!AtividadesREQUISITOS Auxilio em exportacao   emissao de fatura comercial   packing list   certificado de origem   solicitacao de reserva com agentes de carga e despachante aduaneiro   follow up de pedido de venda.Local de trabalho: Ipero   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Comercio Exterior   Importacao   Exportacao - Comercio Exterior   TraderNivel hierarquico: TraineeTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia metalurgica e de materiais   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorHABILIDADESMind Set AgilAdaptacaoColaboracaoTrabalho em EquipeComunicacaoFlexibilidadeBENEFICIOSConvenio medicoRefeitorio no localRecesso escolarVale transporteEstacionamentoCesta BasicaSeguro de vidaUniversidade Corporativa          Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/est%C3%A1gio-qualidade-engenheiro-tecn%C3%B3logo-at-wika-do-brasil-3033927203?refId=nVmJd5%2BFBVtmrfSyo4tlMw%3D%3D&trackingId=4J11vez%2B9KSHjyd8R8Jl2Q%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio Qualidade (Engenheiro/Tecnologo);   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA. Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time de Qualidade e participara de muitas interfaces com outros departamentos. Estara em meio a novas tecnologias a serem implementadas   desenvolvimento de novas ferramentas e suporte da estrutura atual existente. Participara com a equipe de qualidade de projetos que estao sendo executados e planejados. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!Numero de vagas: 2Local de trabalho: Boituva   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia de AutomacaoNivel hierarquico: EstagiarioREQUISITOSTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de producao/industrial   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorAutomacao industrial   Ensino SuperiorHABILIDADESFlexibilidadeColaboracaoTrabalho em EquipeComunicacaoAdaptacaoMind Set AgilBENEFICIOSRefeitorio no localRecesso escolarVale transporteEstacionamentoConvenio medicoSeguro de vidaCesta BasicaUniversidade Corporativa          Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/est%C3%A1gio-engenharia-da-produ%C3%A7%C3%A3o-at-rh-center-3043739818?refId=nVmJd5%2BFBVtmrfSyo4tlMw%3D%3D&trackingId=df5Mg0J4WQWT58aru134qg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio Engenharia da Producao;   Nivel: EstagiarioArea: EngenhariaEscolaridade: Graduacao - Engenharia da Producao - CursandoTipo de contrato: EstagiarioJornada de trabalho: Segunda-feira a Sexta-feira das 08h00 as 15h00 - com 01h00 de intervaloBeneficios: Plano de saude   Refeicao no local   Vale alimentacao   Vale transporte   Seguro de vidaResponsabilidades e Experiencias DesejaveisVAGA DE ESTAGIOEstagio Engenharia da ProducaoFORMACAOCursando Superior em Engenharia da Producao.RESPONSABILIDADESAtualizacao dos indicadores fisicos e digitais da planta. Participacao de Reunioes para Implementacao do Sistema de Operacoes de empresa. Desenvolvimento e aplicacao de metodologias de 5S e Lean manufacturing. Criar   realizar e aplicar treinamentos. Recebimento e controle de materiais. Lancamento da producao diaria. Desenvolvimento de indicadores e alimentacao de planilhas de Manutencao. Acompanhamento de fornecedores. Organizacao e Agendamento de reunioes e treinamentos atraves do ADP. Criar graficos e tabelas dinamicas voltados para Gestao de Manutencao.REQUISITOS OBRIGATORIOSCursando Engenharia da Producao a partir do 3 periodo. Desejavel Ingles intermediario a avancado. Experiencia na area industrial sera um diferencial.DIFERENCIAIS: Conhecimento em SAP. Conhecimentos sobre pecas e ferramentas. Conhecimento da metodologia Lean. Conhecimento da metodologia 5S.Horario De TrabalhoSegunda-feira a Sexta-feira das 08h00 as 15h00 - com 01h00 de intervaloMODALIDADE DE TRABALHO: PresencialREMUNERACAO E BENEFICIOSR$ 1.719  00 + PL. Medico + Refeicao no local + Vale Alimentacao + Vale transporte + Seguro de Vida.EstagiarioJob originally posted on GrabJobs. If you need to report this job please contact GrabJobs          Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/est%C3%A1gio-engenharia-projetos-at-wika-do-brasil-2973314777?refId=nVmJd5%2BFBVtmrfSyo4tlMw%3D%3D&trackingId=D1%2BnRj2IEjtzKFHgN5GPKg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio Engenharia - Projetos;   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA.Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time da area comercial e participando ativamente no atendimento ao cliente em projetos e realizara interfaces com outros departamentos. Apoiara o desenvolvimento de novas ferramentas e suporte a estrutura comercial atual. Apoio a area Comercial na elaboracao de propostas tecnicas na vendas de equipamentos de instrumentacao. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!Numero de vagas: 2Local de trabalho: Boituva   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: TraineeREQUISITOSTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de producao/industrial   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorAutomacao industrial   Ensino SuperiorEngenharia eletrica   Ensino SuperiorHABILIDADESMind Set AgilAdaptacaoFlexibilidadeTrabalho em EquipeComunicacaoColaboracaoBENEFICIOSCesta BasicaEstacionamentoVale transporteUniversidade CorporativaSeguro de vidaRefeitorio no localRecesso escolarConvenio medico          Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/est%C3%A1gio-t%C3%A9cnico-em-mec%C3%A2nica-at-soulan-2977043116?refId=nVmJd5%2BFBVtmrfSyo4tlMw%3D%3D&trackingId=46KNDU67KwOfBJGSfyq%2FsQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio - Tecnico em Mecanica;   DESCRICAORequisitosImportante empresa do segmento Automotivo contrata:Formacao: Cursando Tecnico ou Tecnologo em Mecanica ou Mecatronica   com formacao entre Dezembro/2021 a Dezembro/2022  Idioma: Ingles Intermediario  Conhecimentos: Excel Intermediario.Informacoes Da VagaPrincipais atribuicoes: Estudo dos produtos da empresa para movimentacao linear   entendimento dos produtos na empresa para mecatronica   prospeccao de clientes pelo telefone   mapeamento de clientes potenciais/ produtos/ concorrentes/ criacao de um conversor de itens para empresa/ concorrentes   realizar cotacoes para distribuidores e clientes OEM   atividades praticas voltadas a corte/ embalagem/ acabamento.Remuneracao: De 1.303  00 a 1.739  88.Beneficios: Vale-transporte   Assistencia Medica / Medicina em grupo   Assistencia Odontologica   Seguro de Vida em Grupo   Tiquete-alimentacao   Restaurante na empresa   Participacao nos lucros.Tipo da Vaga: Estagio.Horario de Trabalho: Das 08:00 as 15:00.Local de Trabalho: Suzano/ SP.Local de trabalho: Suzano   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Industrial   Producao   Fabrica - Instrumentacao IndustrialNivel hierarquico: EstagiarioREQUISITOSTempo de experiencia: Sem experienciaEscolaridade Minima: Curso Tecnico                Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-engenharia-da-produ%C3%A7%C3%A3o-at-elis-brasil-3042142258?refId=vPSur%2B2zGrmX29ZINqcfew%3D%3D&trackingId=2rFRRE7sOLFARWrDstwm%2FQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio em engenharia da producao;   DESCRICAOEstagio na area de engenharia de producao e PCP.Vagas voltadas ao desenvolvimento do aluno para futura efetivacao.Residir na Palhoca/SC.Horario a combinarSalario +VTSe tiver veiculo sera um diferencialCursando a partir do 3 semestre de engenharia da producao ou quimica.Numero de vagas: 2Local de trabalho: Palhoca   SCRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Industrial   ProducaoNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorVeiculo proprio                Exibir mais                   Exibir menos;68
https://br.linkedin.com/jobs/view/estagi%C3%A1rio-de-engenharia-de-processos-londrina-pr-at-adamavagas-3045165032?refId=vPSur%2B2zGrmX29ZINqcfew%3D%3D&trackingId=QHx1tEhoPXYYNvjQi7Mf0Q%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagiario de engenharia de processos - londrina/pr;   Para Ser Um Candidato Aderente a Essa Vaga   Voce DeveCursar Engenharia   com previsao de conclusao para 2 semestre de 2023   pois o programa de estagio pode ter a duracao de dois anos  Ter dominio intermediario do Pacote office  Ter disponibilidade para realizar atividades das 8:00 as 15:00.Voce Ira Se Destacar Se TiverExperiencias anteriores em industria  Conhecimento em gestao de indicadores (OEE - Overall Equipment Effectiveness)  Conhecimento sobre metodologia TPM (Total Productive Maintenance)  Cursando Engenharia (Engenharia Quimica ou Engenharia de Producao   preferencialmente).Como Estagiario de Engenharia de Processos na ADAMA voce ira:Realizar o acompanhamento de processos de producao e envase de defensivos agricolas  Realizar gestao de indicadores  Participar da implementacao de melhorias operacionais e projetos  Acompanhar testes e lancamentos de novos produtos  Participar da implementacao da metodologia TPM (Total Productive Maintenance) na area industrial.          Exibir mais                   Exibir menos;68
